Comments,Happy,Sad,Angry,Disgust,Support,Insightful,Care,Love,Fear,Surprise,Curiosity,Nostalgic,Humor
Thx for letting me know where your from... makes it easier to track him down after the show..,1,0,0,0,0,0,0,0,0,0,0,0,1
"""Enjoy your day"".... Meanwhile, Ameca has collected every password Ricky has ever typed.",1,0,0,0,0,0,0,0,1,0,0,0,1
So cool that it recognises the phone and looks at it to pose for the picture,0,0,0,0,1,0,0,0,0,1,0,0,0
"She's gonna remember him and how nice he was, he will be spared",,,,,,,,,,,,,
That would’ve been crazy if the selfie triggered the robot into a vengeance rage.,0,0,0,0,0,1,0,0,1,0,1,0,1
The robot knows very well how to deliver a good word.,,,,,,,,,,,,,
"They made a humanlike AI and the first thought was ""put it in a game where you take over the world in war""",0,0,0,0,0,1,0,0,1,0,1,0,1
"This is, despite the clickbatey skynet-esque overtones, actually a genuinely interesting step in a Turing test if they players didn't know it was an AI",0,0,0,0,0,1,0,0,0,0,0,0,0
"I just realised, we have just recently officially entered the generation of AI",0,0,0,0,0,1,0,0,0,0,0,0,0
"DAMN WTF imagine having the best and most collaborative, friendly, and talkative teammate then after several games with them they reveal to you that they're a robot!",0,0,0,0,1,0,0,0,0,1,0,0,0
"""Hey, I have an idea, lets create an AI specifically designed to lie and manipulate humans into trusting it, there's no way that could ever go wrong.""",0,0,0,0,0,1,0,0,0,0,1,0,0
I thought that string was tight and you can't lift it up  but,0,0,0,0,0,1,0,0,0,1,0,0,0
old generation is more intelligent than the present one.,0,1,0,0,0,1,0,0,0,0,0,1,0
Sigma uncle  he be like tch this generation,0,0,0,0,0,0,0,0,0,0,0,0,1
That is called experience,0,0,0,0,1,1,0,0,0,0,0,0,0
I AM THE most underrated editor,0,1,0,0,0,0,0,0,0,0,0,0,0
Actually this is a normal video but the song and the lines make it special,0,0,0,0,1,1,0,0,0,0,0,0,0
"What if :it was electric fence 😎... 
They are intelligent too😏",0,0,0,0,0,1,0,0,0,0,1,0,1
Imagine it was an electric fence,0,0,0,0,0,0,0,0,0,0,1,0,1
"Feeling proud to say ""Men will be Men""",,,,,,,,,,,,,
Not sigma just a man with common sense,0,0,0,0,0,1,0,0,0,0,0,0,0
SALUTE TO THIS MAN,0,0,0,0,1,0,0,0,0,0,0,0,0
This is different between hard work and smart,0,0,0,0,1,1,0,0,0,0,0,0,0
Uncle is too intelligent,,,,,,,,,,,,,
"Its a mindset of people that they are following others, problem of this generation",0,1,0,0,0,1,0,0,0,0,0,0,0
"""squeak squeak BURRRP"" he's so cute",0,0,0,0,1,0,0,0,0,0,1,0,0
For yall that dont know this beluga has to eat ice as it can dehydrate because most of the fish they eat in the wild are still alive and 85% water but dead fish are about 25% thats y belugas shouldnt be in a cage,0,0,0,0,0,1,0,0,0,0,0,0,0
Brain freeze:Am i a joke to you? Beluga:Yes,0,0,0,0,0,0,0,0,0,0,0,0,1
Most adorable fish ever,0,0,0,0,1,0,0,0,0,1,0,0,0
Everything about the Beluga is adorable,,,,,,,,,,,,,
Cutest freezer I have ever seen,0,0,0,0,1,0,0,0,0,1,0,0,0
That’s my spirit animal. Such friendly talkative creatures. He’s going to have brain freeze until next year though,0,0,0,0,1,0,0,0,0,0,1,0,0
Feeding the Beluga ice for an hour straight is crazy,0,0,0,0,0,1,0,0,0,1,0,0,0
The swiftness on which I liked this post the second I seen that little girl. Beluga whales are the cutest!,0,0,0,0,1,0,0,0,0,1,0,0,0
That's the cutest dog I've ever seen  talk about a good boy,0,0,0,0,1,0,0,0,0,1,0,0,0
It’s noises it makes are adorable,,,,,,,,,,,,,
Those Ice looks crispy as heck!,0,0,0,0,0,0,0,0,0,1,0,0,0
did he make bro say “thank you”?,0,0,0,0,0,0,0,0,0,0,1,0,1
"Translate: I don’t need ice, i really need my family and freedom",0,0,0,0,0,0,1,0,0,0,1,0,0
Ice probably the biggest meal he’s gotten this week,0,0,0,0,0,1,0,0,0,0,0,0,0
"""Does it taste good?"" ""I'm going now."" ""Ah.""",0,0,0,0,0,0,0,0,0,0,1,0,1
What would you do in this situation? 🤔,0,0,0,0,0,0,0,0,0,0,1,0,0
My anxiety before realizing those where moon jellyfish,0,0,1,0,0,0,0,0,1,0,0,0,0
How parents say they got to school:,0,0,0,0,0,0,0,0,0,0,1,0,0
Those are moon jelly fish which is a type of jellyfish that does not sting,0,0,0,0,1,1,0,0,0,0,0,0,0
"Ppl be saying the jellyfish don't hurt us, but they just landed on the jellyfish and crushed em",0,0,1,0,0,1,0,0,1,0,0,0,1
By the way drivers usually do that when you’re parasailing they start to slow down so you go down and down and then they start going fast again,0,0,0,0,0,1,0,0,0,0,0,0,0
Nobody gonna talk about that hair? I know it got you too.,0,0,0,0,0,0,0,0,0,0,1,0,0
My heart dropped before it said they were unhurt,0,1,0,0,0,0,0,0,0,0,0,0,0
"luckily, it's a moon jellyfish that's why they aren't hurt",,,,,,,,,,,,,
No worrys those jelly fish doesn't sting they are called moon jelly fish But it's still a horrifying sight to see,0,0,0,0,1,0,0,0,1,0,0,0,0
DONT TELL ME THAT THAT WAS A MAN-O-WAR,0,0,0,0,0,0,0,0,0,0,1,0,1
good thing they were moon jellyfish,1,0,0,0,0,0,0,0,0,0,0,0,0
People who tried to move the hair in the beginning,0,0,0,0,0,0,0,0,0,0,0,0,1
"They didn't know those jellyfish don't sting, I feel so bad, that would've been horrifying. 😥",0,1,0,0,0,1,0,0,1,0,1,0,0
Imagine being allergic,0,1,0,0,0,0,0,0,1,0,0,0,0
"Ice rain is called hail, ice/snow rain-For some reason you called her that, that’s a blizzard.",0,0,0,0,0,1,0,0,0,0,0,0,0
I’m in the west so I’ll try to be careful with tsunamis,0,0,0,0,0,0,0,0,1,0,0,0,0
what about a meteor impact,0,0,0,0,0,0,0,0,1,0,1,0,0
No no what about hurricanes hurricanes are more extreme than a wildfire,0,0,0,0,0,0,0,0,1,0,1,0,0
Rest in peace to my grandpa that was on the kLm plane,0,1,0,0,0,0,1,1,0,0,0,0,0
"It’s crazy to think that the worst air disaster did not only crash in the air, but on the ground.",0,1,0,0,0,0,0,0,1,1,0,0,0
I am from Tenerife and I can confirm that this was the biggest plane accident in history. There is currently a sculpture that refers to the accident and the deceased,0,1,0,0,1,1,0,0,1,0,0,1,0
Rip to all that died,0,1,0,0,0,0,1,0,0,0,0,0,0
May all of them rest in peace,0,1,0,0,0,0,1,0,0,0,0,0,0
The plan scared me the most,0,0,0,0,0,0,0,0,1,1,0,0,0
Missed Paul Walker Was My Favorite Fast And Furious Character,0,0,0,0,1,0,0,1,0,0,1,1,0
I feel so bad for the person who fell of the plain and the person who just dropped in front of them swing him fall out from the sky,0,1,0,0,0,0,1,0,1,0,1,0,0
The 14 year Olds name is Keith sapsford and he tried hiding in the plane wheels and then he ended up not making it.,0,1,0,0,0,0,1,0,0,0,0,0,0
Rip to everyone who died But its kinda dumb to do a backflip on the edge of a building,0,1,0,0,0,0,1,0,0,0,0,0,0
The Person Who Just Fell Off The Plane Gave Me Chills 😥😥😥,0,1,0,0,1,0,1,0,1,0,0,0,0
Bro paul walker knows that a carrera gt is dangerous,0,0,0,0,0,0,0,0,1,0,1,0,1
How hasn't this video gotten viral yet,0,0,0,0,0,0,0,0,0,0,1,0,0
What’s the lore of the intro photo?,0,0,0,0,0,0,0,0,0,0,1,0,0
The frist man didn't starve he ate the wrong things,0,1,0,0,0,0,1,0,0,0,0,0,0
Wait but the kid who hid in the wheel… one picture is recent and one is from decades ago,0,0,0,0,0,0,0,0,0,0,1,1,0
Why the hell would you hide in the weeks of a plane?,0,0,0,0,0,0,0,0,0,0,1,0,0
Anyone else thought they seen a gyatt in the beginning?,0,0,0,0,0,0,0,0,0,0,1,0,1
Why at the first pic he was foaming from the mouth or it looks like it,0,0,0,0,0,0,0,0,0,0,1,0,0
Bro men mean many people and man means a person,0,0,0,0,0,1,0,0,0,0,0,0,0
Imagine the gore everyone saw when he plummeted to the ground the blood and guts…,0,1,0,1,0,0,0,0,0,0,1,0,0
Do you know that up in the air it is like -50 degres and so if you are looking for a cold deth you can hide in the bagade thingi under the plane,0,0,0,0,0,1,0,0,0,0,1,0,1
The worst natural disaster is not being subscribed to gabesweats,0,1,0,0,0,1,0,0,0,0,0,0,1
Honestly a video on the biggest natural disasters woukd be more interesting than the ones with the highest death tolls.,0,1,0,0,0,1,0,0,0,0,0,0,0
"if a gamma ray burst counts as a natural disaster, then that is the winner",0,0,0,0,0,1,0,0,0,0,0,0,0
I thought he was gonna say “the worst natural disaster is not being subscribed to GabeSweats”,0,0,0,0,0,0,0,0,0,0,1,0,1
The worst natural disaster is not being subscribed to Gabe sweats,0,1,0,0,0,0,0,0,0,0,0,0,1
No clipping in the backrooms is the most deadly,0,0,0,0,0,1,0,0,1,0,0,0,0
"the worst natural disaster
my birth: i am 4 parallel universes ahead of you",0,0,0,0,0,0,0,0,1,0,1,0,1
Can we just appreciate how perfect this loop is. Gabe is already amazing at them but this is top tier. Didn’t even notice it at first lol,0,0,0,0,0,0,0,0,0,0,1,0,1
The worst natural disaster is not being subscribed to GabeSweats,,,,,,,,,,,,,
When you showed your channel i almost thought that the worst natural disaster was not being subbed to gabesweats lol,,,,,,,,,,,,,
I was half expecting that when the channel icon popped up he was going to say that not being subscribed to his channel was the worst natural disaster in history,0,0,0,0,0,1,0,0,0,0,1,0,1
Let’s all agree supernovas are the most powerful natural disaster,0,0,0,0,0,1,0,0,0,0,1,0,0
The worst natural disaster was me 💀,0,1,0,0,0,0,0,0,0,0,0,0,1
Covid: I’m about to end this man’s whole career,0,0,0,0,0,1,0,0,0,0,0,0,1
The worst disaster ever: when you have homework,0,1,0,0,0,0,0,0,0,0,1,0,1
My house olso shamelessly bro,0,0,0,0,0,0,0,0,0,0,1,0,1
Same at my house,0,0,0,0,0,0,0,0,0,0,1,0,0
Respect for that police man,,,,,,,,,,,,,
This is what to serve and protect your community looks like,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids that is how I met your father such a gentle policeman,0,0,0,0,0,0,0,0,0,0,1,1,0
How quick was that cop's decision making with putting the side stand down,0,0,0,0,0,0,0,0,0,1,0,0,0
"She: ""Thanks!"" He: ""Sorry, but your license has been cancelled.""",0,0,0,0,0,0,0,0,0,0,0,0,1
she needs a smaller bike. not only putting herself in danger but others too,0,0,0,0,0,1,0,0,1,0,0,0,0
This is why bikers are the best people you can meet on the road.,0,0,0,0,1,1,0,0,0,0,0,0,0
In my country the traffic be like : show me ur licence and paper,0,0,0,0,0,1,0,0,0,0,0,0,1
He protected the girl from falling but who will protect the rest of the people from the girl,0,0,0,0,1,1,1,0,1,0,1,0,1
That man used a side stand. Nice tip for short people.,0,0,0,0,1,0,0,0,0,1,0,0,0
"She's clearly too short for that bike. Accident waiting to happen. Dropping a bike on your leg, especially ankle, could easily break something.",0,1,0,0,0,1,0,0,1,0,0,0,0
Police in China be like helping people every single time.,0,0,0,0,1,0,1,0,0,1,0,0,0
thank God he doesn't take back your drive lisence,1,0,0,0,0,0,0,0,0,1,0,0,0
I love that she rides it anyway...Much respect shorty.,1,0,0,0,1,0,0,0,0,0,1,0,0
"IF YOU can't get your feet on the ground well, you shouldn't ride the motorcycle for safety reasons.",0,0,0,0,0,1,0,0,0,0,0,0,0
Nowdays traffic police to two-wheelers :- Show me your driving licence and tell me ur height?,0,0,0,0,0,0,0,0,1,0,0,0,1
Isn't it cute,0,0,0,0,1,0,0,0,0,0,1,0,0
FULL RESPECT & SUPPORTING A FELLOW BIKER,,,,,,,,,,,,,
The sole reason to buy a bike that fits your leg length.. one day that kindness may not be available. And you get hurt,,,,,,,,,,,,,
We all know this feeling when we are short,0,1,0,0,0,1,0,0,0,0,0,0,0
who else noticed the policeman's struggle in the beginning,0,0,0,0,0,0,0,0,0,0,1,0,1
I'm more impressed with the officer lowering his kickstand as he helped her for stability,1,0,0,0,1,0,0,0,0,0,0,0,0
She’s even wearing those shoes that add some inches,,,,,,,,,,,,,
I fell in love with the policeman,0,0,0,0,1,0,0,1,0,0,0,0,0
This could be the beginning of a romantic series,0,0,0,0,0,0,0,0,0,0,1,0,1
Respect that police for helping her,,,,,,,,,,,,,
I knew it was her that was going to win because the cameraman always follows the main character,1,0,0,0,0,0,0,0,0,0,1,0,1
She’s clutch as fuck when it comes to starting over and winning 😭😭😭,0,1,1,1,0,0,0,0,0,0,0,0,0
I wanna see the code which you wrote for this. Can you please tag me the code,0,0,0,0,0,0,0,0,0,0,1,0,0
I have never cheered so hard for a tiny robot car in my life.,1,0,0,0,1,0,0,0,0,1,0,0,0
I thought her robot would lose but wow  looks like the opponent's was even slower,0,0,0,0,0,0,0,0,0,1,0,0,1
"Its very impressive that how this girl notices instantly that her car is on wrong direction, 1sec of delay may lead to loose her this match.",0,0,0,0,1,0,0,0,0,1,0,0,0
YouTube said “bro will watch anything”,0,0,0,0,0,0,0,0,0,0,0,0,1
I like how it went over the zig zag. Satisfying,1,0,0,0,1,0,0,0,0,0,1,0,0
imagine seeing the enemy screwing themselves up and you still end up losing the match,0,0,0,0,0,0,0,0,0,0,1,0,1
Lmao the panic when it went the wrong way 😂 still won tho,0,0,0,0,0,0,0,0,0,0,1,0,1
"""He’s disappearing before your eyes like an average father would during their child’s child hood” he says in the calmest voice possible",0,0,0,0,1,0,0,0,0,0,1,0,0
"Adult: “hello, I am under the water, blublublub”",0,0,0,0,0,0,0,0,0,0,0,0,1
They got the most derpiest eyes I've ever seen on a snake.,0,0,0,0,0,0,0,0,1,1,0,0,0
"""Disappearing like an average father would, during their child's childhood""",0,0,0,0,0,1,0,0,0,0,0,0,0
"the adults eyes scream certified ""snek""",0,0,0,0,0,1,0,0,0,0,0,0,0
The adult viper had no thoughts behind those eyes,0,0,0,0,0,1,0,0,0,0,0,0,0
Bro this guy’s voice is like the most calming stuff I’ve ever listened to. Puts me at ease,1,0,0,0,1,0,0,0,0,1,0,0,1
The baby viper is so fucking cute and i adore his little wiggles,0,0,0,0,1,0,0,0,0,1,1,0,0
"I think the real explanation is that the adult snake knows to hide itself, but the baby only understands that it's having trouble moving.",0,0,0,0,0,1,0,0,0,0,0,0,0
The savagery at the end totally caught me off-guard.,0,1,0,1,0,0,0,0,1,0,0,0,0
I never imagined seeing snakes in sprinkles. But I absolutely love it,0,0,0,0,1,0,0,1,0,1,0,0,0
So cool how they just wiggle to hide,0,0,0,0,1,0,0,0,0,0,0,0,0
the last sentence has me dead,0,0,0,0,1,0,0,0,0,1,0,0,1
The adult understands spa day.,,,,,,,,,,,,,
"Child: ""You ruined my life!"" Father: ""How could I ruin your life? I wasn't even there.""",0,0,0,0,0,0,0,0,0,0,1,0,1
Bros last statement had some experience,0,0,0,0,0,0,0,0,0,0,1,0,1
"YouTube asked, ""How fun was this video?"" I, of course, said, ""One of the most fun things I've seen."" this video has me utterly elated.",1,0,0,0,1,0,0,0,0,0,1,0,1
When you realize your dad never left he just wiggles himself into the floor boards to avoid detection until he’s ready to strike,0,0,0,0,0,1,0,0,0,0,0,0,0
"I feel like they both know they stand out, but only one of them is old enough to know how to adapt to that.",0,0,0,0,1,1,0,0,0,0,0,0,0
"Normally, snakes can be scary, but these snakes are so cute.",0,0,0,0,1,0,0,0,0,1,0,0,0
He's just protecting himself calmer than the baby viper,,,,,,,,,,,,,
"Bro tried to educate, and ended up roasting society.",0,0,0,0,0,0,0,0,0,0,0,0,1
That’s adorable and terrifying all at the same time.,,,,,,,,,,,,,
He’s chilling man,1,0,0,0,0,0,0,0,0,0,0,0,0
"who could resist stabbing their hands into random piles of sprinkles in the wild, what a menace to society",0,0,0,0,0,1,0,0,1,0,0,0,0
"I thought this was about snakes bro, but I guess we are talking about trauma instead",0,0,0,0,0,0,0,0,1,0,0,0,0
"""He's disappearing like a father in a child's childhood""",0,1,0,0,0,0,0,0,0,0,0,1,0
Not him just pointing out how fucked my childhood was,0,1,1,1,0,0,0,0,0,0,0,0,0
Assuming that all fathers were like his father is the funniest part of this.,1,0,0,0,1,1,1,0,0,0,0,0,0
"If a literal giant tossed me into a huge bowl of sprinkles, I’d be nervous too.",0,0,0,0,0,0,0,0,1,0,0,0,0
By far the coolest defensive posture ive seen from a species of snake.,0,0,0,0,0,0,0,0,0,1,0,0,0
"That is a really cool defense mechanism for them, especially since in sprinkles they would stand out, but in the desert, they would much harder to spot",,,,,,,,,,,,,
the bit about father's had me on the damn floor lmfao,0,0,0,0,0,0,0,0,0,0,0,0,1
This felt personal bro,0,1,0,0,0,1,0,0,0,0,0,0,1
"Patrick Bateman really turned things around. From deranged, narcissistic murderer to wholesome, YT snake narrator.",0,0,0,0,0,1,0,0,0,0,0,0,0
The adult sand vipers are just so goofy and silly when you look on top of them.  (There actually one of my favorite snake breeds),0,0,0,0,0,0,0,0,0,0,0,0,0
The snow snake had me mesmerized,0,0,0,0,0,0,0,0,0,1,0,0,0
I can’t help to think how cute derpy it looks. It’s just two dot eyes instead of slit eyes,0,0,0,0,0,0,0,1,0,1,0,0,0
"""not unlike an average father would""",,,,,,,,,,,,,
The no dad joke goes insane?,0,0,1,0,0,0,0,0,0,0,1,0,1
"Fun fact, snakes lack the brainpower to feel emotions such as affection",0,0,0,0,0,1,0,0,0,0,0,0,1
"My snake doesn’t fold, it wiggle wiggles.",0,0,0,0,0,0,0,0,0,0,0,0,1
"the baby wasn't scared, he was mad you took him out of the colorful sprinkles and was protesting",0,0,0,0,1,1,0,0,0,0,0,0,1
That snake is absolutely blissed out in the sprinkles,0,0,0,0,0,0,0,0,0,0,0,0,0
"I must mention this. Their eyes are so goofy in the cutest way. Also, I never knew snakes wiggle to bury themselves. That is so cute. I love snakes.",0,0,0,0,0,0,0,1,0,0,0,0,0
"Snek default behavior appears to be ""If I can hide, I hides.""",0,0,0,0,0,0,0,0,0,0,0,0,1
Was it really necessary to add that last part,0,0,1,0,0,0,0,0,0,0,1,0,0
I remember when paper airplanes actually looked like airplanes,0,0,0,0,0,0,0,0,0,0,0,1,0
All the credits to that hidden Thread,0,0,0,0,1,0,0,0,0,0,0,0,0
What to do if string breaks midair?,0,0,0,0,0,0,0,0,0,0,1,0,0
RIP aerodynamics,0,0,0,0,0,0,1,0,0,0,0,0,1
"Wow,i mean really. Its the best flying aeroplane, i tried it at home.",1,0,0,0,1,0,0,0,0,0,0,0,0
Let's remember those people who spent their time to repeat a similar design,0,0,0,0,0,0,0,0,0,0,0,0,1
"This video caption should be ""dont try this at home""",0,0,0,0,0,0,0,0,0,0,0,0,1
Back in the days people used to make paper aeroplanes which looks like an actual aeroplane,1,0,0,0,0,0,0,0,0,0,0,1,0
Who are the people like me checking comments for seeing if this work,0,0,0,0,0,0,0,0,0,0,1,0,1
"After watching this video, engineers have decided that from today onwards airplanes will be round..",0,0,0,0,0,0,0,0,0,0,0,0,1
Next video:-How to throw it..,0,0,0,0,0,0,0,0,0,0,0,0,1
Back my time Aeroplane had wings,0,0,0,0,0,0,0,0,0,0,0,1,1
